"","City","State","Region","Political_Leaning","Population_Change_Decade","Natural_Increase_Decade","Births_Decade","Deaths_Decade","Total_Decade","International_Decade","Domestic_Decade","Population_Change_Annual","Natural_Increase_Annual","Births_Annual","Deaths_Annual","Total._Annual","International_Annual","Domestic_Annual","City_data","GDP_2010","GDP_2018","Population_2010","Population_2018","Decade_GDP_Change","Population_Percent_Change","GDP_Percent_Change"
"657"," Levelland"," TX","  South"," RED",94,993,2927,1934,-897,80,-977,50,105,306,201,-55,-1,-54,NA,0,0,0,0,0,NA,NA
"658"," Lewisburg"," PA","  Northeast"," RED",-40,187,3719,3532,-239,337,-576,-94,-20,402,422,-74,2,-76,NA,0,0,0,0,0,NA,NA
"659"," Lewisburg"," TN","  South"," RED",3764,505,3508,3003,3274,247,3027,569,67,411,344,500,15,485,NA,0,0,0,0,0,NA,NA
"660"," Lewistown"," PA","  Northeast"," RED",-541,363,5315,4952,-862,148,-1010,-73,47,574,527,-117,11,-128,NA,0,0,0,0,0,NA,NA
"661"," Lexington"," NE","  Midwest"," RED",-785,1721,3849,2128,-2537,938,-3475,-155,210,424,214,-366,116,-482,NA,0,0,0,0,0,NA,NA
"662"," Liberal"," KS","  Midwest"," RED",-1522,2838,4026,1188,-4402,958,-5360,-474,293,403,110,-772,106,-878,NA,0,0,0,0,0,NA,NA
"663"," Lincoln"," IL","  Midwest"," BLUE",-1687,-322,2779,3101,-1378,126,-1504,-294,-48,286,334,-245,13,-258,NA,0,0,0,0,0,NA,NA
"664"," Lock Haven"," PA","  Northeast"," RED",-621,169,3845,3676,-778,116,-894,-64,-28,368,396,-33,8,-41,NA,0,0,0,0,0,NA,NA
"665"," Logansport"," IN","  Midwest"," RED",-1281,788,4470,3682,-2089,817,-2906,-206,37,452,415,-242,112,-354,NA,0,0,0,0,0,NA,NA
"666"," London"," KY","  South"," RED",24,1999,18156,16157,-1919,253,-2172,-26,66,1876,1810,-86,-21,-65,NA,0,0,0,0,0,NA,NA
"667"," Los Alamos"," NM","  West"," BLUE",1419,424,1565,1141,964,690,274,381,62,173,111,318,62,256,NA,0,0,0,0,0,NA,NA
"668"," Ludington"," MI","  Midwest"," RED",455,-350,2709,3059,831,78,753,60,-21,285,306,83,4,79,NA,0,0,0,0,0,NA,NA
"669"," Lufkin"," TX","  South"," RED",-56,2576,10851,8275,-2578,241,-2819,-95,74,1071,997,-167,6,-173,NA,0,0,0,0,0,NA,NA
"670"," Lumberton"," NC","  South"," RED",-3604,4701,16897,12196,-8274,511,-8785,-1259,319,1697,1378,-1578,58,-1636,NA,0,0,0,0,0,NA,NA
"671"," Macomb"," IL","  Midwest"," BLUE",-2934,-200,2631,2831,-2771,685,-3456,-302,-38,258,296,-267,77,-344,NA,0,0,0,0,0,NA,NA
"672"," Madison"," IN","  Midwest"," RED",-92,-55,3396,3451,-12,103,-115,151,22,372,350,133,10,123,NA,0,0,0,0,0,NA,NA
"673"," Madisonville"," KY","  South"," RED",-2232,-527,4970,5497,-1687,189,-1876,-338,-20,525,545,-318,7,-325,NA,0,0,0,0,0,NA,NA
"674"," Magnolia"," AR","  South"," RED",-1095,-173,2647,2820,-949,259,-1208,-129,-17,262,279,-111,9,-120,NA,0,0,0,0,0,NA,NA
"675"," Malone"," NY","  Northeast"," BLUE",-1579,241,4513,4272,-1846,182,-2028,-257,-80,444,524,-177,-6,-171,NA,0,0,0,0,0,NA,NA
"676"," Malvern"," AR","  South"," RED",760,-333,3298,3631,1076,29,1047,99,-18,361,379,118,-1,119,NA,0,0,0,0,0,NA,NA
"677"," Manitowoc"," WI","  Midwest"," RED",-2463,-433,7431,7864,-2018,550,-2568,-34,-59,757,816,31,67,-36,NA,0,0,0,0,0,NA,NA
"678"," Marietta"," OH","  Midwest"," RED",-1876,-1152,5615,6767,-671,165,-836,-200,-131,594,725,-66,10,-76,NA,0,0,0,0,0,NA,NA
"679"," Marinette"," WI","  Midwest"," RED",-2648,-1848,5293,7141,-747,54,-801,-199,-179,541,720,-14,1,-15,NA,0,0,0,0,0,NA,NA
"680"," Marion"," IN","  Midwest"," RED",-4294,-561,7002,7563,-3737,187,-3924,-270,-60,750,810,-209,26,-235,NA,0,0,0,0,0,NA,NA
"681"," Marion"," NC","  South"," RED",754,-497,4199,4696,1296,229,1067,291,-76,437,513,368,39,329,NA,0,0,0,0,0,NA,NA
"682"," Marion"," OH","  Midwest"," RED",-1412,319,7009,6690,-1714,270,-1984,-334,3,734,731,-336,28,-364,NA,0,0,0,0,0,NA,NA
"683"," Marquette"," MI","  Midwest"," RED",-372,-361,5794,6155,24,376,-352,318,-109,570,679,427,30,397,NA,0,0,0,0,0,NA,NA
"684"," Marshall"," MN","  Midwest"," BLUE",-384,1313,3354,2041,-1727,853,-2580,-109,115,343,228,-225,94,-319,NA,0,0,0,0,0,NA,NA
"685"," Marshall"," MO","  Midwest"," RED",-609,228,2556,2328,-833,387,-1220,-129,-1,240,241,-129,45,-174,NA,0,0,0,0,0,NA,NA
"686"," Marshalltown"," IA","  Midwest"," RED",-1279,547,4962,4415,-1836,986,-2822,-519,36,514,478,-556,35,-591,NA,0,0,0,0,0,NA,NA
"687"," Martin"," TN","  South"," RED",-1687,-286,3177,3463,-1409,251,-1660,-85,-48,311,359,-34,34,-68,NA,0,0,0,0,0,NA,NA
"688"," Martinsville"," VA","  South"," BLUE",-4885,-2765,6085,8850,-2083,187,-2270,-566,-400,583,983,-164,6,-170,NA,0,0,0,0,0,NA,NA
"689"," Maryville"," MO","  Midwest"," RED",-1281,270,2051,1781,-1567,110,-1677,-131,9,195,186,-141,4,-145,NA,0,0,0,0,0,NA,NA
"690"," Mason City"," IA","  Midwest"," RED",-1913,-419,5015,5434,-1478,240,-1718,-224,-45,519,564,-178,15,-193,NA,0,0,0,0,0,NA,NA
"691"," Mayfield"," KY","  South"," RED",115,525,4645,4120,-394,442,-836,-53,72,492,420,-125,19,-144,NA,0,0,0,0,0,NA,NA
"692"," Maysville"," KY","  South"," RED",-420,-4,1942,1946,-414,83,-497,-10,18,208,190,-26,11,-37,NA,0,0,0,0,0,NA,NA
"693"," McAlester"," OK","  South"," RED",-2173,-837,4838,5675,-1308,42,-1350,-216,-108,508,616,-108,3,-111,NA,0,0,0,0,0,NA,NA
"694"," McComb"," MS","  South"," RED",-1113,431,5119,4688,-1533,22,-1555,-92,9,540,531,-100,4,-104,NA,0,0,0,0,0,NA,NA
"695"," McMinnville"," TN","  South"," RED",1453,-63,4408,4471,1547,339,1208,451,2,473,471,450,37,413,NA,0,0,0,0,0,NA,NA
"696"," McPherson"," KS","  Midwest"," RED",-644,-404,3016,3420,-236,66,-302,14,-31,305,336,47,0,47,NA,0,0,0,0,0,NA,NA
"697"," Meadville"," PA","  Northeast"," RED",-4121,-615,8627,9242,-3470,193,-3663,-481,-53,908,961,-425,22,-447,NA,0,0,0,0,0,NA,NA
"698"," Menomonie"," WI","  Midwest"," RED",1503,1165,4153,2988,357,315,42,277,110,430,320,171,16,155,NA,0,0,0,0,0,NA,NA
"699"," Meridian"," MS","  South"," RED",-8038,1025,11877,10852,-9108,235,-9343,-1148,23,1199,1176,-1173,-26,-1147,NA,0,0,0,0,0,NA,NA
"700"," Mexico"," MO","  Midwest"," RED",-143,382,3126,2744,-514,24,-538,-35,37,309,272,-72,4,-76,NA,0,0,0,0,0,NA,NA
"701"," Miami"," OK","  South"," RED",-721,-86,4051,4137,-630,134,-764,-192,-61,409,470,-131,15,-146,NA,0,0,0,0,0,NA,NA
"702"," Middlesborough"," KY","  South"," RED",-2659,-402,3168,3570,-2268,23,-2291,-455,-63,316,379,-393,5,-398,NA,0,0,0,0,0,NA,NA
"703"," Milledgeville"," GA","  South"," RED",-1894,-76,4813,4889,-1923,323,-2246,86,-140,460,600,228,31,197,NA,0,0,0,0,0,NA,NA
"704"," Minden"," LA","  South"," RED",-2867,-260,4608,4868,-2607,46,-2653,-452,-79,452,531,-371,5,-376,NA,0,0,0,0,0,NA,NA
"705"," Mineral Wells"," TX","  South"," RED",1057,314,3311,2997,752,86,666,315,9,352,343,306,2,304,NA,0,0,0,0,0,NA,NA
"706"," Minot"," ND","  Midwest"," RED",6176,6349,11622,5273,-344,2223,-2567,-166,603,1180,577,-770,117,-887,NA,0,0,0,0,0,NA,NA
"707"," Mitchell"," SD","  Midwest"," RED",392,594,2758,2164,-192,204,-396,80,73,281,208,7,-4,11,NA,0,0,0,0,0,NA,NA
"708"," Moberly"," MO","  Midwest"," RED",-670,117,2640,2523,-789,42,-831,16,53,292,239,-37,5,-42,NA,0,0,0,0,0,NA,NA
"709"," Montrose"," CO","  West"," BLUE",1992,216,4412,4196,1771,43,1728,682,-20,448,468,700,16,684,NA,0,0,0,0,0,NA,NA
"710"," Morehead City"," NC","  South"," RED",3010,-1967,5430,7397,4989,576,4413,35,-363,531,894,400,22,378,NA,0,0,0,0,0,NA,NA
"711"," Morgan City"," LA","  South"," RED",-5299,1655,6797,5142,-7020,590,-7610,-493,90,647,557,-584,38,-622,NA,0,0,0,0,0,NA,NA
"712"," Moscow"," ID","  West"," RED",2865,2029,4094,2065,850,1233,-383,279,207,422,215,72,52,20,NA,0,0,0,0,0,NA,NA
"713"," Moses Lake"," WA","  West"," BLUE",8609,7715,14050,6335,942,1242,-300,1061,767,1486,719,296,81,215,NA,0,0,0,0,0,NA,NA
"714"," Moultrie"," GA","  South"," RED",104,1765,6136,4371,-1647,138,-1785,145,134,605,471,11,-18,29,NA,0,0,0,0,0,NA,NA
"715"," Mountain Home"," AR","  South"," RED",421,-2988,3244,6232,3427,20,3407,308,-346,349,695,655,-1,656,NA,0,0,0,0,0,NA,NA
"716"," Mountain Home"," ID","  West"," RED",471,2617,4302,1685,-2201,1131,-3332,149,261,456,195,-113,40,-153,NA,0,0,0,0,0,NA,NA
"717"," Mount Airy"," NC","  South"," RED",-1966,-1114,6974,8088,-802,301,-1103,-176,-138,736,874,-32,40,-72,NA,0,0,0,0,0,NA,NA
"718"," Mount Gay"," WV","  South"," RED",-4735,-1318,3631,4949,-3441,-13,-3428,-590,-138,349,487,-453,-1,-452,NA,0,0,0,0,0,NA,NA
"719"," Mount Pleasant"," MI","  Midwest"," RED",-441,1762,6129,4367,-2256,1819,-4075,-591,200,660,460,-800,121,-921,NA,0,0,0,0,0,NA,NA
"720"," Mount Pleasant"," TX","  South"," RED",1109,2468,6319,3851,-1362,628,-1990,118,256,651,395,-139,-3,-136,NA,0,0,0,0,0,NA,NA
"721"," Mount Sterling"," KY","  South"," RED",2743,1061,5716,4655,1697,-56,1753,156,62,605,543,97,-12,109,NA,0,0,0,0,0,NA,NA
"722"," Mount Vernon"," IL","  Midwest"," BLUE",-1141,263,4413,4150,-1384,267,-1651,-24,7,452,445,-30,14,-44,NA,0,0,0,0,0,NA,NA
"723"," Mount Vernon"," OH","  Midwest"," RED",1394,1064,6777,5713,356,-3,359,422,111,741,630,314,-5,319,NA,0,0,0,0,0,NA,NA
"724"," Murray"," KY","  South"," RED",1811,-85,3545,3630,1896,1131,765,37,-48,359,407,85,14,71,NA,0,0,0,0,0,NA,NA
"725"," Muscatine"," IA","  Midwest"," RED",-139,1349,5002,3653,-1485,728,-2213,-210,154,526,372,-365,47,-412,NA,0,0,0,0,0,NA,NA
"726"," Muskogee"," OK","  South"," RED",-3000,-176,8395,8571,-2810,155,-2965,-327,-85,821,906,-243,7,-250,NA,0,0,0,0,0,NA,NA
"727"," Nacogdoches"," TX","  South"," RED",680,2675,7926,5251,-2014,516,-2530,43,166,770,604,-123,2,-125,NA,0,0,0,0,0,NA,NA
"728"," Natchez"," MS","  South"," RED",-3170,-175,5873,6048,-3043,1455,-4498,-678,-74,594,668,-606,143,-749,NA,0,0,0,0,0,NA,NA
"729"," Natchitoches"," LA","  South"," RED",-1411,1096,4785,3689,-2496,169,-2665,-458,70,468,398,-528,23,-551,NA,0,0,0,0,0,NA,NA
"730"," Newberry"," SC","  South"," RED",930,25,4014,3989,933,121,812,-3,-59,395,454,57,-1,58,NA,0,0,0,0,0,NA,NA
"731"," New Castle"," IN","  Midwest"," RED",-1494,-1032,4326,5358,-428,29,-457,-159,-101,448,549,-56,4,-60,NA,0,0,0,0,0,NA,NA
"732"," New Castle"," PA","  Northeast"," RED",-5645,-2383,8207,10590,-3229,196,-3425,-616,-227,863,1090,-387,9,-396,NA,0,0,0,0,0,NA,NA
"733"," New Philadelphia"," OH","  Midwest"," RED",-598,937,10494,9557,-1472,638,-2110,-92,50,1098,1048,-137,26,-163,NA,0,0,0,0,0,NA,NA
"734"," Newport"," OR","  West"," BLUE",3929,-1541,3903,5444,5428,150,5278,738,-224,385,609,959,0,959,NA,0,0,0,0,0,NA,NA
"735"," Newport"," TN","  South"," RED",362,-1106,3510,4616,1496,-47,1543,146,-135,361,496,282,-10,292,NA,0,0,0,0,0,NA,NA
"736"," New Ulm"," MN","  Midwest"," BLUE",-885,-173,2535,2708,-705,93,-798,-117,1,276,275,-117,8,-125,NA,0,0,0,0,0,NA,NA
"737"," Nogales"," AZ","  West"," RED",-922,3314,5987,2673,-4313,795,-5108,103,303,619,316,-201,56,-257,NA,0,0,0,0,0,NA,NA
"738"," Norfolk"," NE","  Midwest"," RED",-103,1875,6242,4367,-1980,741,-2721,-137,178,652,474,-319,74,-393,NA,0,0,0,0,0,NA,NA
"739"," North Platte"," NE","  Midwest"," RED",-1434,640,4058,3418,-2082,180,-2262,-237,67,423,356,-305,19,-324,NA,0,0,0,0,0,NA,NA
"740"," North Vernon"," IN","  Midwest"," RED",-794,438,3131,2693,-1229,-17,-1212,56,36,338,302,22,-1,23,NA,0,0,0,0,0,NA,NA
"741"," North Wilkesboro"," NC","  South"," RED",-898,-1032,6284,7316,206,333,-127,-151,-147,670,817,2,52,-50,NA,0,0,0,0,0,NA,NA
"742"," Norwalk"," OH","  Midwest"," RED",-1357,1351,6761,5410,-2722,167,-2889,-98,109,698,589,-206,-4,-202,NA,0,0,0,0,0,NA,NA
"743"," Oak Harbor"," WA","  West"," BLUE",6633,1947,8445,6498,4661,1580,3081,914,154,916,762,759,59,700,NA,0,0,0,0,0,NA,NA
"744"," Ogdensburg"," NY","  Northeast"," BLUE",-4200,1356,10627,9271,-5584,1241,-6825,-587,-94,988,1082,-495,96,-591,NA,0,0,0,0,0,NA,NA
"745"," Oil City"," PA","  Northeast"," RED",-4320,-1209,4867,6076,-3102,15,-3117,-533,-228,452,680,-305,1,-306,NA,0,0,0,0,0,NA,NA
"746"," Okeechobee"," FL","  South"," RED",2172,927,4912,3985,1256,666,590,514,95,542,447,419,61,358,NA,0,0,0,0,0,NA,NA
"747"," Olean"," NY","  Northeast"," BLUE",-4220,482,8188,7706,-4720,230,-4950,-609,-47,801,848,-560,5,-565,NA,0,0,0,0,0,NA,NA
"748"," Oneonta"," NY","  Northeast"," BLUE",-2785,-871,4770,5641,-1893,338,-2231,-317,-163,485,648,-149,25,-174,NA,0,0,0,0,0,NA,NA
"749"," Ontario"," OR","  West"," BLUE",584,2074,6750,4676,-1491,-361,-1130,462,228,702,474,235,-48,283,NA,0,0,0,0,0,NA,NA
"750"," Opelousas"," LA","  South"," RED",-1266,2754,11659,8905,-3972,12,-3984,-658,94,1111,1017,-750,6,-756,NA,0,0,0,0,0,NA,NA
"751"," Orangeburg"," SC","  South"," RED",-6333,-169,9641,9810,-6179,317,-6496,-838,-204,950,1154,-631,24,-655,NA,0,0,0,0,0,NA,NA
"752"," Oskaloosa"," IA","  Midwest"," RED",-287,462,2573,2111,-740,211,-951,77,49,266,217,30,15,15,NA,0,0,0,0,0,NA,NA
"753"," Othello"," WA","  West"," BLUE",1252,2581,3664,1083,-1346,225,-1571,247,288,388,100,-41,24,-65,NA,0,0,0,0,0,NA,NA
"754"," Ottawa"," IL","  Midwest"," BLUE",-7870,-1525,14631,16156,-6322,555,-6877,-818,-205,1485,1690,-611,47,-658,NA,0,0,0,0,0,NA,NA
"755"," Ottawa"," KS","  Midwest"," RED",-452,491,2894,2403,-936,89,-1025,-81,45,295,250,-127,9,-136,NA,0,0,0,0,0,NA,NA
"756"," Ottumwa"," IA","  Midwest"," RED",-655,294,4056,3762,-928,953,-1881,-22,44,436,392,-67,87,-154,NA,0,0,0,0,0,NA,NA
"757"," Owatonna"," MN","  Midwest"," BLUE",68,1354,4164,2810,-1292,41,-1333,-89,83,391,308,-172,-6,-166,NA,0,0,0,0,0,NA,NA
"758"," Oxford"," MS","  South"," RED",6658,1544,5037,3493,4974,356,4618,477,118,513,395,361,19,342,NA,0,0,0,0,0,NA,NA
"759"," Ozark"," AL","  South"," RED",-1079,1525,6137,4612,-2604,702,-3306,29,102,648,546,-71,18,-89,NA,0,0,0,0,0,NA,NA
"760"," Paducah"," KY","  South"," RED",-2463,-1203,10317,11520,-1191,37,-1228,-294,-179,1042,1221,-109,-12,-97,NA,0,0,0,0,0,NA,NA
"761"," Pahrump"," NV","  West"," BLUE",2578,-2948,3443,6391,5505,-328,5833,1337,-356,379,735,1684,-63,1747,NA,0,0,0,0,0,NA,NA
"762"," Palatka"," FL","  South"," RED",144,-1310,7753,9063,1492,89,1403,478,-207,826,1033,681,-24,705,NA,0,0,0,0,0,NA,NA
"763"," Palestine"," TX","  South"," RED",-717,-752,5460,6212,67,293,-226,-239,-166,588,754,-72,32,-104,NA,0,0,0,0,0,NA,NA
"764"," Pampa"," TX","  South"," RED",-726,472,2963,2491,-1232,90,-1322,-209,4,267,263,-216,-1,-215,NA,0,0,0,0,0,NA,NA
"765"," Paragould"," AR","  South"," RED",3235,840,5289,4449,2396,48,2348,-14,82,587,505,-94,-7,-87,NA,0,0,0,0,0,NA,NA
"766"," Paris"," TN","  South"," RED",-4,-1216,3046,4262,1241,21,1220,9,-181,300,481,192,-5,197,NA,0,0,0,0,0,NA,NA
"767"," Paris"," TX","  South"," RED",68,388,6062,5674,-303,31,-334,130,-42,619,661,174,2,172,NA,0,0,0,0,0,NA,NA
"768"," Parsons"," KS","  Midwest"," RED",-1991,35,2466,2431,-2042,12,-2054,-288,26,248,222,-315,-3,-312,NA,0,0,0,0,0,NA,NA
"769"," Payson"," AZ","  West"," RED",426,-1531,5452,6983,1994,212,1782,217,-297,514,811,513,9,504,NA,0,0,0,0,0,NA,NA
"770"," Pearsall"," TX","  South"," RED",3089,1071,2322,1251,2001,1825,176,95,93,251,158,1,236,-235,NA,0,0,0,0,0,NA,NA
"771"," Pecos"," TX","  South"," RED",2280,745,1730,985,1496,620,876,484,81,187,106,401,51,350,NA,0,0,0,0,0,NA,NA
"772"," Pella"," IA","  Midwest"," RED",-54,258,3364,3106,-306,100,-406,-6,13,340,327,-19,4,-23,NA,0,0,0,0,0,NA,NA
"773"," Peru"," IN","  Midwest"," RED",-1389,57,3454,3397,-1453,128,-1581,-130,18,382,364,-149,26,-175,NA,0,0,0,0,0,NA,NA
"774"," Picayune"," MS","  South"," RED",-204,-31,5861,5892,-151,-200,49,212,-71,610,681,285,-30,315,NA,0,0,0,0,0,NA,NA
"775"," Pierre"," SD","  Midwest"," RED",636,1025,2531,1506,-388,-33,-355,-76,97,265,168,-174,-2,-172,NA,0,0,0,0,0,NA,NA
"776"," Pinehurst"," NC","  South"," RED",12630,-387,9688,10075,12924,799,12125,2075,-30,1139,1169,2101,78,2023,NA,0,0,0,0,0,NA,NA
"777"," Pittsburg"," KS","  Midwest"," RED",-317,659,4479,3820,-970,963,-1933,-93,87,448,361,-183,85,-268,NA,0,0,0,0,0,NA,NA
"778"," Plainview"," TX","  South"," RED",-2800,1667,4510,2843,-4540,142,-4682,-225,128,427,299,-354,0,-354,NA,0,0,0,0,0,NA,NA
"779"," Platteville"," WI","  Midwest"," RED",235,610,5137,4527,-391,209,-600,-5,90,561,471,-93,10,-103,NA,0,0,0,0,0,NA,NA
"780"," Plattsburgh"," NY","  Northeast"," BLUE",-1646,595,7100,6505,-2229,779,-3008,-194,12,756,744,-204,49,-253,NA,0,0,0,0,0,NA,NA
"781"," Plymouth"," IN","  Midwest"," RED",-792,1158,5419,4261,-1949,329,-2278,-38,105,582,477,-143,56,-199,NA,0,0,0,0,0,NA,NA
"782"," Point Pleasant"," WV","  South"," RED",-1876,-644,6006,6650,-1216,162,-1378,-283,-141,615,756,-137,13,-150,NA,0,0,0,0,0,NA,NA
"783"," Ponca City"," OK","  South"," RED",-3024,216,5610,5394,-3237,19,-3256,-406,-39,537,576,-365,-2,-363,NA,0,0,0,0,0,NA,NA
"784"," Pontiac"," IL","  Midwest"," BLUE",-3297,-135,3852,3987,-3221,276,-3497,-66,10,422,412,-74,32,-106,NA,0,0,0,0,0,NA,NA
"785"," Poplar Bluff"," MO","  Midwest"," RED",-1132,-395,6594,6989,-685,-15,-670,-241,-135,635,770,-106,1,-107,NA,0,0,0,0,0,NA,NA
"786"," Portales"," NM","  West"," BLUE",-1340,1195,2596,1401,-2592,368,-2960,-259,108,253,145,-369,34,-403,NA,0,0,0,0,0,NA,NA
"787"," Port Angeles"," WA","  West"," BLUE",5935,-2818,6116,8934,8734,503,8231,780,-429,632,1061,1206,44,1162,NA,0,0,0,0,0,NA,NA
"788"," Port Lavaca"," TX","  South"," RED",-92,757,2649,1892,-845,281,-1126,-214,44,262,218,-259,8,-267,NA,0,0,0,0,0,NA,NA
"789"," Portsmouth"," OH","  Midwest"," RED",-4336,-891,8120,9011,-3446,219,-3665,-166,-133,825,958,-31,8,-39,NA,0,0,0,0,0,NA,NA
"790"," Pottsville"," PA","  Northeast"," RED",-6931,-5037,12805,17842,-1787,464,-2251,-456,-496,1282,1778,50,23,27,NA,0,0,0,0,0,NA,NA
"791"," Price"," UT","  West"," RED",-940,519,2560,2041,-1482,68,-1550,230,47,231,184,182,2,180,NA,0,0,0,0,0,NA,NA
"792"," Prineville"," OR","  West"," BLUE",3426,-309,1983,2292,3708,-54,3762,579,-7,259,266,585,-11,596,NA,0,0,0,0,0,NA,NA
"793"," Pullman"," WA","  West"," BLUE",5326,1551,3984,2433,3691,3739,-48,421,151,390,239,272,393,-121,NA,0,0,0,0,0,NA,NA
"794"," Quincy"," IL","  Midwest"," BLUE",-2095,207,8627,8420,-2266,215,-2481,-251,-52,901,953,-196,16,-212,NA,0,0,0,0,0,NA,NA
"795"," Raymondville"," TX","  South"," RED",-778,1176,2724,1548,-1965,112,-2077,-92,69,252,183,-163,5,-168,NA,0,0,0,0,0,NA,NA
"796"," Red Bluff"," CA","  West"," BLUE",1644,1179,7041,5862,505,-131,636,1066,78,739,661,985,-29,1014,NA,0,0,0,0,0,NA,NA
"797"," Red Wing"," MN","  Midwest"," BLUE",156,346,4745,4399,-162,110,-272,41,49,503,454,-7,3,-10,NA,0,0,0,0,0,NA,NA
"798"," Rexburg"," ID","  West"," RED",2221,9669,11868,2199,-7529,301,-7830,590,1058,1291,233,-463,-7,-456,NA,0,0,0,0,0,NA,NA
"799"," Richmond"," IN","  Midwest"," RED",-3112,-628,7229,7857,-2466,303,-2769,-162,-109,757,866,-52,70,-122,NA,0,0,0,0,0,NA,NA
"800"," Richmond"," KY","  South"," RED",9501,2067,10636,8569,7365,653,6712,836,169,1123,954,668,3,665,NA,0,0,0,0,0,NA,NA
"801"," Rio Grande City"," TX","  South"," RED",3666,8374,12035,3661,-4744,754,-5498,384,778,1178,400,-397,-10,-387,NA,0,0,0,0,0,NA,NA
"802"," Riverton"," WY","  West"," RED",-862,1255,5266,4011,-2137,-32,-2105,-300,20,505,485,-319,-3,-316,NA,0,0,0,0,0,NA,NA
"803"," Roanoke Rapids"," NC","  South"," RED",-7237,-1706,7040,8746,-5551,194,-5745,-839,-290,713,1003,-549,16,-565,NA,0,0,0,0,0,NA,NA
"804"," Rochelle"," IL","  Midwest"," BLUE",-2847,275,4920,4645,-3154,122,-3276,-138,30,525,495,-167,5,-172,NA,0,0,0,0,0,NA,NA
"805"," Rockingham"," NC","  South"," RED",-1818,42,5087,5045,-1849,34,-1883,-59,3,559,556,-61,3,-64,NA,0,0,0,0,0,NA,NA
"806"," Rockport"," TX","  South"," RED",352,-969,2240,3209,1255,-18,1273,64,-172,193,365,236,-11,247,NA,0,0,0,0,0,NA,NA
"807"," Rock Springs"," WY","  West"," RED",-1463,2909,5555,2646,-4461,59,-4520,-515,208,506,298,-727,23,-750,NA,0,0,0,0,0,NA,NA
"808"," Rolla"," MO","  Midwest"," RED",-551,669,4748,4079,-1246,1736,-2982,22,40,461,421,-18,173,-191,NA,0,0,0,0,0,NA,NA
"809"," Roseburg"," OR","  West"," BLUE",3296,-3255,10023,13278,6637,-47,6684,866,-408,1065,1473,1274,-35,1309,NA,0,0,0,0,0,NA,NA
"810"," Roswell"," NM","  West"," BLUE",-1033,2282,8366,6084,-3293,509,-3802,61,184,819,635,-122,26,-148,NA,0,0,0,0,0,NA,NA
"811"," Ruidoso"," NM","  West"," BLUE",-921,-229,1689,1918,-695,138,-833,54,-33,174,207,89,18,71,NA,0,0,0,0,0,NA,NA
"812"," Russellville"," AR","  South"," RED",1477,2092,9877,7785,-606,681,-1287,357,186,1023,837,172,9,163,NA,0,0,0,0,0,NA,NA
"813"," Ruston"," LA","  South"," RED",2,1711,5230,3519,-1716,1202,-2918,-370,99,516,417,-471,85,-556,NA,0,0,0,0,0,NA,NA
"814"," Rutland"," VT","  Northeast"," BLUE",-3469,-1379,4906,6285,-2077,113,-2190,-405,-171,498,669,-234,8,-242,NA,0,0,0,0,0,NA,NA
"815"," Safford"," AZ","  West"," RED",1625,2507,5180,2673,-910,322,-1232,842,203,526,323,637,30,607,NA,0,0,0,0,0,NA,NA
"816"," St. Marys"," GA","  South"," RED",4154,4249,7342,3093,-117,559,-676,1015,396,768,372,616,-29,645,NA,0,0,0,0,0,NA,NA
"817"," St. Marys"," PA","  Northeast"," RED",-2036,-819,2772,3591,-1210,11,-1221,-200,-91,268,359,-108,1,-109,NA,0,0,0,0,0,NA,NA
"818"," Salem"," OH","  Midwest"," RED",-5969,-1480,9886,11366,-4458,69,-4527,-590,-204,982,1186,-383,-1,-382,NA,0,0,0,0,0,NA,NA
"819"," Salina"," KS","  Midwest"," RED",-1767,1692,7285,5593,-3444,191,-3635,-211,164,721,557,-375,3,-378,NA,0,0,0,0,0,NA,NA
"820"," Sandpoint"," ID","  West"," RED",4862,-133,3769,3902,4969,21,4948,1034,-12,426,438,1044,-13,1057,NA,0,0,0,0,0,NA,NA
"821"," Sandusky"," OH","  Midwest"," RED",-2797,-1347,7282,8629,-1405,193,-1598,-247,-138,778,916,-106,-6,-100,NA,0,0,0,0,0,NA,NA
"822"," Sanford"," NC","  South"," RED",3930,2196,7321,5125,1751,599,1152,571,211,774,563,360,56,304,NA,0,0,0,0,0,NA,NA
"823"," Sault Ste. Marie"," MI","  Midwest"," RED",-1323,-114,3195,3309,-1224,274,-1498,-112,-56,318,374,-54,3,-57,NA,0,0,0,0,0,NA,NA
"824"," Sayre"," PA","  Northeast"," RED",-2377,162,6539,6377,-2535,198,-2733,-471,-93,632,725,-377,16,-393,NA,0,0,0,0,0,NA,NA
"825"," Scottsbluff"," NE","  Midwest"," RED",-1442,754,4666,3912,-2201,200,-2401,-307,81,475,394,-387,23,-410,NA,0,0,0,0,0,NA,NA
"826"," Scottsboro"," AL","  South"," RED",-1597,-1121,5239,6360,-431,147,-578,5,-113,562,675,121,-7,128,NA,0,0,0,0,0,NA,NA
"827"," Scottsburg"," IN","  Midwest"," RED",-322,-272,2583,2855,-44,107,-151,89,-48,262,310,137,20,117,NA,0,0,0,0,0,NA,NA
"828"," Searcy"," AR","  South"," RED",1667,1266,8890,7624,419,272,147,372,44,881,837,333,-27,360,NA,0,0,0,0,0,NA,NA
"829"," Sedalia"," MO","  Midwest"," RED",125,1359,5384,4025,-1209,288,-1497,-102,153,577,424,-255,15,-270,NA,0,0,0,0,0,NA,NA
